,values,tweet_text
10,-1,"b'""Boredom"" and ""temperatures rising"" are not excuses to go out and risk lives. The beach can wait! Stay home! #COVID\xe3\x83\xbc19 #COVID19 #California #Americans #StayAtHomeAndStaySafe https://t.co/iLjHqTHM8l'"
11,1,b'I absolutely #love this #message and what it stands for.  Come join Compass and I for #givingtuesdaynow as a way to #helpthecause and give those on the #frontlines some #help. . . . . . #giveback #givingtuesday #losangeles #covid19 #coronavirus #helpful #givemore #california https://t.co/31YNPC63ln'
12,0,b'[On Sale]Organic Cotton Black Mask with Filter Pocket + 2 .5 PM Activated Carbon 5 Layers Air Filter Set  \xf0\x9f\x91\x89https://t.co/PDsxiaWH2q  #insanhealing #mask #filter #quarantine #COVID\xe3\x83\xbc19 #COVID19 #coronavirus #SelfQuarantine #StayHome #StaySafe #cottonmask #losangeles #california'
13,0,b'Pursuing Surrogacy in California and the Legal Framework during #covid19 \r#EvieJeang back at it again with another #surrogacy #presentation #mcle to discuss the #legal and #ethical issues surrounding pursuing surrogacy in #California w/ @ProLawCLE \rhttps://t.co/SxDVJrJQQb https://t.co/P6SNG09cGw'
14,0,b'Pursuing Surrogacy in California and the Legal Framework during #covid19 \r#EvieJeang back at it again with another #surrogacy #presentation #mcle to discuss the #legal and #ethical issues surrounding pursuing surrogacy in #California w/ @ProLawCLE \rhttps://t.co/rq0dlw2Cby https://t.co/Yf5n189eME'
15,0,"b'Very important update. I have watched our California #COVID19 briefings every day since shelter in place started.  And, I am now prepared to announce that I have developed a crush on Dr. Sonia Angell. Thank you.  #California #QuarantineLife #COVID\xe3\x83\xbc19 #DailyBriefing #coronavirus'"
16,0,b'Gov.Gavin Newson announces that the next stage of reopening California is expected to Being this Friday and people have mixed emotion. What\xe2\x80\x99s your thoughts? #Nexxlvlconvo #california #covid19 https://t.co/uo8HyoUkgS'
17,0,b'San Carlos CA - COVID-19 day #SanCarlos #COVID19 #SanFrancisco #California https://t.co/U7wVn3uNsZ'
18,0,b'Schedule a COVID-19 Test. #COVID19 #California #LosAngeles #CoronavirusPandemic  https://t.co/upuxF2aGkn'
19,0,"b'The non-Native owned Log Cabin Diner on the #Yurok Rez in #California violated Yurok directives by resuming operations, which attracted out-of-area diners.   Yuroks intentionally closed their rez to non-residents to protect their Elders and others from outside #COVID19 contagion.'"
20,-1,"b'Coronavirus unemployment: California jobless claims top 4 million, funds are running dry #COVID19 #COVID\xe3\x83\xbc19 #Covid19UK #Covid19usa #California \xe2\x81\xa6@california\xe2\x81\xa9  https://t.co/xmdfWYAfRv'"
21,-1,"b'@IWashington .@IWashington DING, DING, DING!  It\xe2\x80\x99s crazy how easy Gov @GavinNewsom was able to pull that off without the citizenry of #California even realizing it?  Those #Democrats are crafty as shit bro! True #Totalitarians at heart.\xf0\x9f\x98\x89  #ReopenAmericaNow #COVID19 #COVID19OkeyDoke'"
22,-1,"b'DING, DING, DING!  It\xe2\x80\x99s crazy how easy Gov @GavinNewsom was able to pull that off without the citizenry of #California even realizing it?  Those #Democrats are crafty as shit bro! True #Totalitarians at heart.\xf0\x9f\x98\x89  #ReopenAmericaNow #COVID19 #COVID19OkeyDoke https://t.co/JNqYGbgfFZ'"
23,0,b'What do we know about #COVID19 -19 infections and deaths among #Latinos ? - Looking #NewYork  #California \xe2\x81\xa6@HealthEquitySF\xe2\x81\xa9 \xe2\x81\xa6@cher_chicago\xe2\x81\xa9 Latino Decisions  https://t.co/3oJ4EKFoHr'
24,-1,b'I feel like I never fully move out of NorCal\xe2\x80\x94and while most times thats ok; I\xe2\x80\x99m starting to realize I left a huge chunk of my life in storage. Now I\xe2\x80\x99m wondering how feasible moving my storage 800 miles to SoCal would be during a pandemic. \xf0\x9f\xa4\x94 #covid19 #California'
25,1,"b'Thank you, @GavinNewsom for leading our state #California  by #epidemiology during this #COVID19 crisis. https://t.co/F937Bo2ukZ'"
26,1,b'Governor Newsom Provides Update on California\xe2\x80\x99s Progress Toward Stage 2 Reopening #California #news #COVID19  https://t.co/Ilq2d4tA64'
27,-1,"b""#Immigrant families are at the frontlines in the fight against #COVID19 with little to NO SUPPORT. It's time to change that!  Will you support #California #immigrants? Sign the petition HERE:  https://t.co/LR8bXRkjnV  #IAmCalifornia"""
28,-1,"b""As some states relax their #stayathome orders around the country, revised research model project at least 134,475 more #Covid19 deaths.   8 states including #Texas have seen a spike in #coronavirus deaths.  #California says it will re-open 'low risk businesses'"""
29,0,b'All hail #KingNewsome #BowDownandObey you peasant class! Or off to the dungeons! #California #Lockdown #Covid19 #Lockdown #QAnon #ArmyofGod #WarriorSpirit #DarkToLight #WWG1WGA #GreatAwakening #TrustThePlan #Trump2020 #UnitedWeStand #OutofShadows #MKUltra  #WikiLeaks #SethRich https://t.co/5jkt1kjaOj'
30,1,"b'""#California to begin reopening at end of this week, Newsom says"" by @mercnews / @MaggieAngst / @fiona_kelliher - #COVID19 #pandemic data allows re-opening lower-risk retail &amp; hospitality #business, not sit-down restaurants; #SocialDistancing required https://t.co/2ZLeAX2C4k'"
31,0,"b'Folks that live in Stanislaus and San Joaquin counties, you can file you taxes for FREE online and claim your #CalEITC refund.  Learn more: https://t.co/2lNzcUpp0P  #COVID19 #Million4Billion #California https://t.co/sldG2BKbqN'"
32,0,"b""What if we force politicians to receive pay cuts or no pay at all like so many global citizens?  Bet ya $5 we'd all be open tomorrow...... https://t.co/dILZxOVMmD #COVID19 #MondayMotivation #mondaythoughts #CV19 #MayThe4thBeWithYou #MayTheFourthBeWithYou #MayThe4th #California"""
33,0,"b'#COVID19 #California | #Bakersfield City Council set to have City Manager Christian Clegg join #KernCounty Supervisor @ZackScrivner\xe2\x80\x99s efforts to release the county from Gov. #GavinNewsom\xe2\x80\x99s stay-at-home orders as infections top 1,000 cases.  Details \xe2\x96\xba https://t.co/lnz95Hq7Ul https://t.co/yaQVEbOIsT'"
34,0,"b""Mr. Newsom, #California doesn't relay or be led by data and science. We relay on God! #COVID19 https://t.co/SMSkeo2vGf"""
35,-1,"b'@CalCoastNews Well, I would like @CAgovernor to have been too heavy-handed, and I\xe2\x80\x99d applaud him for it! But if this all blows up in #California\xe2\x80\x99s face he can point to the County administrators &amp; sheriffs. #COVID19'"
36,0,"b'CDF Partner Todd Wulffson discusses ""Navigating the New Normal: Legal Issues Confronting #California Businesses When Bringing Employees Back From #Furlough,"" in an article for @LADailyJournal. https://t.co/VFDxNnOVVB    #covid19 #employmentlaw #hr #cdflaborlaw'"
37,1,"b'#GivingTuesdayNow support @CoalitionCCC @COVIDConversations supporting patients, families, and healthcare providers during #Covid19 Make your contribution at https://t.co/1gvG3Rt5XT  #hpm, #seniors #palliative #acp #california #caregivers https://t.co/CUi2jn0uPY'"
38,-1,b'Cell phones across Santa Clara County (San Jose/Silicon Valley) got this emergency push notification of the shelter-in-place order extension to May 31 and link to https://t.co/76oZD1SQt2 . #COVID19 #pandemic  #BayArea #ShelterInPlace Day 49 #California #StayAtHome Day 46 https://t.co/ohoq539Y33'
39,1,b'Study Estimates #California #COVID19 Mortality Rate Under One Percent. @GavinNewsom @CAgovernor @GovPressOffice @CAGOP @CA_Dem https://t.co/k1pSUPHajO'
40,1,"b'@GavinNewsom As a #COVID19 doctor whose colleagues and life are directly threatened by every increase in the caseloads, and as someone who understands exponential growth, I thank God every day that #California is setting policies based science. We\xe2\x80\x99re in the majority. Thanks Gov Newsom \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f'"
41,0,"b'SOME #California biz to open FRI if they meet guidelines set out Thurs, #GavinNewsom said. Restrictions vary depending where you live. If you\xe2\x80\x99re a business owner or been laid off, we\xe2\x80\x99d like to hear from you. And where will you head 1st? #covid19 https://t.co/Ha2ddbPNPL'"
42,-1,"b'This is not the order of events regarding the spread of #Covid19 between #Mexico &amp; #California Also, spending more money on \xe2\x80\x9cthe wall\xe2\x80\x9d is absurd when the #UnitedStates is going down the tubes #financially.  You must really get your #facts straight as this is clearly #FakeNews https://t.co/Z8yrX5Mo0L'"
43,0,b'#OWCovid19 #NavigatorSnapshot: Our #COVID19 #Pandemic Navigator provides a quantitative basis on which governments &amp; companies can consider how to reopen responsibly. When will the first peak hit your region? Use our publicly available tool &gt; https://t.co/LCgZCTb9Eu #california https://t.co/1sBHtDneJS'
44,0,"b'\xf0\x9f\x93\xa3 New Podcast! ""17 News @ Noon 5/4/2020"" on @Spreaker #bakersfield #california #coronavirus #covid19 #kget #newsom #noon https://t.co/UsiqOGqZZR'"
45,1,b'This is all it means California.. May the odds forever be in your favor @eRNmcintosh @TheTweetOfGod @d1Vinman @missdeedz31 @iculaughingrn @ohTHATnurse @nursekelsey #covid19 #California @GavinNewsom @CAgovernor https://t.co/Vl3jlTd36F'
46,-1,b'So much for #CalExit?  https://t.co/KZYzcEHmu2 #California #unemploymentbenefits #UI #economy #GavinNewsom #Newsom #CCPVirus #WuhanVirus #coronavirus #COVID19'
47,1,b'@cilajet #Anti-Microbial solution keeps your car and family safe from #coronavirus #mondaythoughts #NADA #car #automotive #COVID19 #California #StaySafe https://t.co/JrxzoyvPB1'
48,1,"b""I highly recommend clicking on UCSF trending now. First decent news about #COVID19 I've seen yet. Hell, it's the First inkling of ANY #leadership I've seen yet. #ThankYou #GavinNewsom #UCLA #UCSF &amp; #StayHome #California  And @TheCiscoKid2 for using 1A, not just waiting to #vote. https://t.co/kOcChKKFUy"""
49,1,b'More KN95 masks in stock (San Diego) ready to ship TODAY!!  If you\xe2\x80\x99re in need please let us know  800-642-6550. #kn95 #covid19 #sandiego #unitedstates #california #mask https://t.co/CpVPtaAH6s'
50,-1,b'Worst #Mayor #EricGarcetti prohibits #people on #LosAngeles #beaches but allows #police on #horses to #enjoy.  #Disgusting  #California #Travel #Trump #MAGA #MAGA2020 #Trump2020Landslide #RushLimbaugh #JoeBiden #coronavirus #COVID\xe3\x83\xbc19 #COVID19 #Quarantine #photography #photo #USA https://t.co/WUEWH5j9sL'
51,0,"b'@philosoapie @GavinNewsom Because #California has a lonnnggg coastline, it\xe2\x80\x99s getting warm, people flooded beaches where there\xe2\x80\x99s not enough room to keep distance = a #COVID19 resurgence has happened 7-14 days afterwards. Every state has unique challenges.'"
52,1,"b'Let\xe2\x80\x99s not forget social workers, like my sister, who have continued to work and care for abused and neglected #children through this pandemic.  #coronavirus #COVID19 #EssentialWorkers #California'"
53,0,b'BREAKING: CA lifting some restrictions on Friday. #COVID19 #Coronavirus #mondaythoughts #StayHome #California https://t.co/QAZqeSd60s'
54,0,"b""Join me and California State Controller Betty T. Yee on Wednesday, May 6th, at 4:00 p.m. as we discuss the #COVID19 Pandemic and #California's Fiscal Health.  ZOOM ID 951-321-0807 @BettyYeeforCA https://t.co/IvXYokJlMP"""
55,1,b'Sounds like retail will be opening soon. This sure will help #COVID19 #California'
56,1,"b'If we follow the #COVID19 safety precautions now, we will come back stronger. We can do this together, #California!  Thank you to the artist who created this awesome inspiration for my neighborhood and to all my neighbors for taking this moment seriously. https://t.co/YGGfoWtSln'"
57,1,b'Making progress slowly but surely... #COVID19 #coronavirus #California https://t.co/KrG4QfxhBL'
58,1,"b'CA Gov. Newsom announces retail shops including clothing stores, florists, and bookshops can begin to reopen THIS FRIDAY. Guidelines for reopening will be released on Thursday #California #COVID19 https://t.co/BiWhFLWabM'"
59,0,"b'#California @CAgovernor @GavinNewsom : If the numbers get worse, we can ratchet the #StayAtHome restrictions back up. #COVID19'"
60,1,"b'* New Headline @ Golden State Times (dot) com *  Gov. Gavin Newsom Announces California will ""SLOWLY"" Start to Lift Lockdown\xe2\x80\xa6 #California #GavinNewsom #californialockdown #coronavirus #COVID19  https://t.co/3MQllTkwxy'"
61,1,b'#California is building an #army to combat #COVID19   #Jobs!!! https://t.co/uteFi2nHbQ'
62,1,b'Well that is some good news. #COVID19 #California #californialockdown https://t.co/loGatUe9VS'
63,1,"b""CA Gov @GavinNewsom today is outlining contact tracing strategies. Training Gov 10k employees for phase 1 and 10k training phase 2. Public health agencies working with UCSF and UCLA training academy this week. Building an army and workforce. #COVID19 #California Let's do this!"""
64,1,"b'With #California\xe2\x80\x99s #COVID19 shelter order extended thru May, some of you may be looking for (legit) opps to get out of your home. What about volunteering? The state of CA has a great resource for learning how to do this: \xe2\x81\xa3https://t.co/fJM8Jb3FWF  #californiaforall https://t.co/sz58vsi0JX'"
65,1,"b'It looked like a lot more people are getting back to work this wk starting today in OC as traffic was really heavy, more so than precious wks. Gas stations are little busier. More people out &amp; about. \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #StayAtHome #StayHome #StaySafe #quarantine #COVID19 #coronavirus #California'"
66,1,"b""@GavinNewsom @Mcgreevy99 so no calls today, rec'd a letter on Fri re #unemploymentbenefits from @CA_EDD to clear up ID issue. Appreciate the effort and hard work of all. Hope that #snailmail works #TrustTheProcess #unemploymentinsurance #FingersCrossed #california #covid19"""
67,1,b'#California to begin #reopening on Friday per guidelines to be published Wednesday per @CAgovernor @GavinNewsom  #COVID19 #quarantine'
68,-1,b'This is #RobCantrall a White Supremacist from #California who\xe2\x80\x99s being paid to attend protests in Blue states all over the country. He is the new face of the #Republican Party @GOP ! Gratz on that @senatemajldr ! #COVIDIOTS #COVID19 #Trump #TrumpIsTheWORSTPresidentEVER https://t.co/wQorEAr70H'
69,1,"b'#BREAKING: @GavinNewsom announces #California will enter Phase 2 of reopening. This includes retail for curbside, manufacturing, offices (when telework is not possible) and some public spaces. #COVID19 @KGETnews'"
70,1,"b'#California currently has ~3,000 people trained to do #contacttracing to track #covid19 infections. It\xe2\x80\x99s aiming to get to 10,000 and then 20,000, #Newsom says in announcing state is partnering with UCSF &amp; UCLA to train more statewide.'"
71,1,"b'The @CalCommColleges has contributed many critical items during the #COVID19 pandemic. We commend the amazing efforts of our #CA #comm_colleges in supporting #California.   For resources and updates relating to #COVID19, visit  https://t.co/IYU0Q3m56X. https://t.co/RKYBZXJZqW'"
72,-1,"b'RISE UP, OPEN UP, LET AMERICA BE UNLOCKED @realDonaldTrump @WhiteHouse @Mike_Pence @GavinNewsom @SpeakerPelosi @senatemajldr #COVID19 #coronavirus #SmallBusiness #business #WhiteHouse #economy #realDonaldTrump @FoxNews #California @GovRonDeSantis #florida #GavinNewsom https://t.co/G5odQv0NKW'"
73,-1,b'Broken record @GavinNewsom is at it again. #California #COVID19 #coronavirus https://t.co/aIcHmDRwJl'
74,-1,b'\xf0\x9f\x94\xa5WOW! California is the rest State to implement tyrannical rule under \xe2\x80\x9ccoronavirus crisis\xe2\x80\x9d\xe2\x80\x94 STAND UP AMERICA!!! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Cali Police Stand-Down After Marine Vet Challenged Officers Integrity https://t.co/0H8YoLNxZY #coronavirus #COVID19 #pandemic #lockdown #WHO #CDC  #California'
75,1,b'LA drive-up COVID testing center next to Dodger Stadium. Los Angeles is now offering appointments for tests regardless if you have symptoms or not. #COVID19 #losangeles #California https://t.co/z3331yci7m'
76,1,"b'Yes, yes, yes! Thanks @choo_ek   #coronavirus #COVID19 #StayAtHome #California https://t.co/uRdedWCQLx'"
77,-1,"b'@Goodable Dominican Hospital in Santa Cruz #California is where the doctors had nurses rape their own children. So, this donor with the $1 Million donation in the name of #COVID19 is really financing the videos he has them make. https://t.co/mVsiw2J5gF'"
78,1,b'OC is opening! #California #COVID19 #OpenCalifornia  https://t.co/SnXfFA3KDw'
79,0,"b'""#StayClassy, #SanDiego"" \xf0\x9f\x98\x8e That\'s the request from #Mayor #KevinFaulconer from a tower. #California #beaches #SoSanDiego #southerncalifornia #beachlife #broadwalk #surf #beaches #calif #californiacoronavirus #COVID19 https://t.co/he6PatEW3t'"
80,0,b'Just got this on my iPhone! #ShelterInPlace extended to May 31.   #COVID19 #California #Norcal https://t.co/txfQB10zoW'
81,0,b'Why California dentists can\xe2\x80\x99t fix your teeth right now: The state took their face masks | @sacbee_news https://t.co/SFNa8FuMeQ #WeArePHAdvocates #COVID19 #California'
82,-1,b'Good thing I do not subscribe to this piece of crap reading @latimes #losangelestimes #latimes #georgeskelton #COVID19 #CoronaLockdown #coronavirus #dumbarticle #COVIDIOTS #californiacoronavirus #california https://t.co/stvm67S9Tz'
83,-1,b'Hey #California ...... Duh........!! There is a Pandemic that is slamming your state. #COVID19 #coronavirus https://t.co/gSVlO4yfmK'
84,0,b'#Coronavirus: #AI-driven model tracks #California deaths #HealthTech #COVID19 #artificialintelligence #healthcare @MargaretSiegien https://t.co/cOGWKp4aNT https://t.co/fmIaM5ktu6'
85,0,b'Slideshow of Photos: Beachgoers Defy and Comply with Beach Closures https://t.co/Jqrd9nqXEf | #newportbeach #beach #beaches #closures #oc #orangecounty #california #defy #comply #outdoors #newsom #order #stayhomeorder #photos #slideshow #covid19 #lifestyle #oclifestyle #ocliving'
86,0,"b'\xf0\x9f\x9b\x91 Did you know that if you or a loved one was infected by the \xf0\x9f\x91\x89 #coronavirus (COVID-19), you may be eligible for financial compensation?  #attorney #lawyer #California #covid19 https://t.co/sOCo04NTPY'"
87,0,b'@GavinNewsom @CAgovernor please consider purchasing our @HHICorporation Mobile Triage Units for California. You can mobilize these quickly for Stwide needs going forward. #COVID19 #GavinNewsom #California #pandemic'
88,0,"b'Jedi Knights fight for social distance while two earthlings watch the sun set, apparently unaware that the health of mankind hangs in the balance. May the 4th be with you! https://t.co/SrSy6ILn9T #COVID19 #quarantine #SantaMonica #California #MayTheFourth #StarWars #StarWarsDay https://t.co/2GtUzGLuw4'"
89,0,b'#California wants border secured due to #COVID19 https://t.co/6it2l8fovx'
90,0,b'10 points for whoever can guess the movie \xf0\x9f\x98\x9c . #Adamsandler #meme #mama #mememonday #funny #hilarious # #lol #funnymemes #comedy #quarantine #free #california #texas #covid19 #virusmeme #movie #watch #youtube #laugh #film #humor https://t.co/5duBDRA3Wq'
91,-1,b'What a surprise. Such an idiot #GavinDestroysEconomy  https://t.co/3uJ5rJyWOv  @GavinNewsom #OpenAmerica #opencalifornianow #RecallGavinNewsom #RecallNewsom #California #COVID19 #Tyrant #Tyranny #Evil #Incompetence'
92,-1,"b'In #California, Asians represent 14.5% of the population but have made up 16.9% of #COVID19 deaths (308 Asian lives lost thru 4/30).   More about disproportionate deaths by race: https://t.co/Ik4Of84PPA @aaja @aaja_pdx @AAJAMN @AAJAla @aajatexas @aajadc @AAJAMichigan @aajaseattle https://t.co/gfjGM0QKAo'"
93,0,b'#LosAngeles #California #Freedom #Beach #COVID19 dark face is still around us all https://t.co/gLwKsBGTPp'
94,0,"b'If you or a senior you know needs emotional support, the Friendship Line is available 24/7 at 888-670-1360. The toll-free line provides support to lonely and isolated older seniors across #California. #californiansforall #Covid19 https://t.co/qxxvH652go'"
95,0,b'Let\xe2\x80\x99s all hope that the evidence continues to bear this out.   #Coronavirus #COVID19 #emergencyresponse #California #immunity #MondayMotivation #Oceanside #SanDiego #pandemic https://t.co/HZsizin5uC'
96,0,"b'Spooky!! 15 Photos of Los Angeles on Lockdown, From Empty Freeways to a Deserted Venice Beach https://t.co/ff6TCicrTR via @CNTraveler #LosAngeles #California #CityofAngels #COVID19 #Quarantine #Lockdown #pandemic #CondeNast'"
97,0,b'New resource : Injury Crashes During #COVID19 dashboard provides provisional weekly police-reported injury crashes on state highways in #California https://t.co/g0jXSOcdv2 #TIMS #CrashData #TransportationSafety https://t.co/xOKhIzfPds'
98,-1,b'2.5 mil #Homeless children in U.S half under 6yr \xf0\x9f\x91\xa7\xf0\x9f\x8f\xbb Highest % in #California w/ world 5th wealthiest economy #CA allocated $2 B to aid #homelessness  Sanctuary State/Cities have increased our #Homeless epidemic \xf0\x9f\x98\xb7 D-Gov giving legal aid to #illegals not #Americans   #COVID19 hurt https://t.co/7pOimB22jO'
99,0,"b'.@nytimes looked at how #California handles controlled burns in the wake of #COVID19: (https://t.co/A2VLteT8Ym) In the latest issue of Alta, @LairdH explores the indigenous roots of this #wildfire prevention tool and the centuries-old science behind it: https://t.co/FH3Z5gJymQ https://t.co/2WW8l4kPxP'"
100,-1,"b""@CAgovernor @GavinNewsom @CAPublicHealth @CHHSAgency @Cal_OES Unless you're announcing the reopening of the State of #California in the coming days (not weeks/months), don't bother wasting everybody's time. Stop trying to slow down mother nature. End this lunacy. It's time to re-open in California. #EndTheShutdown #COVID19"""
101,-1,b'Thank you @AIPAC #LatinoOutreach for bringing together #Members of the @HispanicCaucus @LaCongresista #Texas @RepJimmyGomez #California to discuss #LatinoIssues amid #COVID19 #LatinosAreLeaders #LegislativeAction #EconomicImpact #AIPACFamilia https://t.co/Q3wpsalpLN'
102,-1,"b'Owing to his #arrogant &amp; mini-Trump personality, @GovRonDeSantis will butcher more #Florida residents with his complacent stance toward #COVID19 by comparing the state\xe2\x80\x99s case to that of #California . In per capita terms and given CA\xe2\x80\x99s close proximity  to Asia,'"
103,0,b'Facts about Covid - Dr. Erickson briefing on the medical FACTS. https://t.co/6Lcgir2fTH via @YouTube  #Covid19 #Corona #Facts #California #Science'
104,0,"b""Here is @CAPublicHealth's official guidance for cloth Face Coverings: https://t.co/YKYVV0F4Q9 Follow your State #PublicHealth officials for valuable info! @CDPHDirector #CACounties #California ##CAStrong #CoronaVirus #COVID19 #FaceMasks #SocialDistancing #StayHomeSaveLives https://t.co/E29Nqe5zBI"""
105,0,"b""Did you know you can talk with us at the California OSBA. If you have questions about your #California #smallbiz, #COVID19, #lending, #payroll or more... we're here to help.   https://t.co/G6rgRZ6KXt https://t.co/VHkBlkJhQm"""
106,0,b'I canceled my dentist appointment.  #COVID19   Dentists handling emergencies only   #California'
107,0,"b""My latest for @TIME - I spoke to #California Governor @GavinNewsom about the #COVID19 crisis and how he is planning to reopen the country's most populous state.  https://t.co/Td3NIlzXGk https://t.co/hQq1uYNgll"""
108,1,b'We\xe2\x80\x99re back! #COVID19 sanfrancisco #bayarea #california #doula #birthprofessional #labor #birth #postpartum #naturalbirth #unmedicatedbirth #csection #epidural #breastfeeding #chestfeeding #nursing #midwife #obgyn #blackdoulas #birthcenter #hospitalbirth #fourthtrimester https://t.co/ODEiZoOyF6'
109,0,b'Use what you have I guess #covid19 new age #facemasks : Pics of man wearing KKK hood at #California grocery store circulate on social media https://t.co/lIR5u4c5ep'
110,0,b'NEW: Bay Area Shelter In Place order construction update  #Oakland #BayArea #COVID19 #coronavirus #Construction #Architects #California #WorkplaceSafety  https://t.co/Snt3MceT72'
111,0,"b'If you live in #california and are struggling with #anxiety or #depression due to #COVID19, I\xe2\x80\x99m #counseling remotely. https://t.co/8u0eQlcEyv'"
112,-1,b'Dave Rubin issues ominous warning about Calif. leaders\xe2\x80\x99 stay-at-home mandates: \xe2\x80\x98People will break \xe2\x80\xa6 Americans love liberty\xe2\x80\x99 https://t.co/ZTfTW4oW3A #California #Covid19 via @theblaze https://t.co/SczrzJZNP7'
113,-1,b'The rise of the #littletyrant is real! #May4thBeWithYou #Jcrew #California #Calexit #COVID19 #ReopenAmericaNow  #ReOpenCalifornia https://t.co/gSKSrNaPvI'
114,0,b'US airline stocks tumble after Buffett sells whole stakes - https://t.co/KWGlQ0lf6E #Airline #business #USA #UnitedStates #media #Newsnight #Trends #NewYork #California #chicagoIL #365dayss #China #COVID\xe3\x83\xbc19 #pandemic #COVID19 #coronavirus https://t.co/0Cj5g0mipm'
115,0,b'The OC Board of Supervisors vote unanimously on safety guidelines required to reopen businesses #OrangeCounty #California #Reopen #TaskForce #Restaurants #Bars #Offices #Food #FastFood #WorkSafety #Coronavirus #Covid19 https://t.co/D1mMp6ssMN'
116,-1,b'Wow! What a dick! https://t.co/GJUpUCn5RK #COVID19 #California'
117,-1,"b'At least 40 percent of COVID-19 deaths in California are from eldercare homes, state reveals  Read more here: https://t.co/yTrJaSBzU3  #COVID19 #california #healthy https://t.co/7aPtu8zs2r'"
118,0,b'How Pandemic Situation Made me think my life. #liqour #pandemic #COVID\xe3\x83\xbc19 #COVID19 #coronavirus #Corona #NewYork #career #lifestyle #business #invest #California #IndiaFightsCoronavirus #Martechlive #Newsnight #Trending #media #Entertainment https://t.co/bUHYAVEsJH'
119,-1,"b'@realDonaldTrump @realDonaldTrump never misses an opportunity to push his racism on the back of suffering, and to attack #California.  He has however not taken any opportunity in his constant #BitchTweeting to offer condolences to the families of 68.4k victims of #COVID19  #Scumbag'"
120,1,"b'Two state-wide #COVID19 initiatives that could benefit #Farmers, how international marketing is working for the #Walnut industry, and get an update on #California\xe2\x80\x99s #Snowpack levels. https://t.co/r8sD1MJbOa'"
121,-1,"b""It's May and California's COVID-19 Fight Remains Muddy https://t.co/8OMaC4hHby #COVID\xe3\x83\xbc19 #COVID19 #Covid_19 #CoronaUpdate #coronavirus #CoronavirusOutbreak #StayHomeStaySafe #StayAtHomeAndStaySafe #StayHome #stayathome #lockdown #California @california #GavinNewsom"""
122,1,b'@realDonaldTrump #California is not the only Lucky one the entire #country is lucky  #covid19 #coronavirus #CoronaWillEndSoon  #TrumpPence2020'
123,-1,b'#gunsnroses frontman #axlrose attacks the public over their #covid19 behavior https://t.co/82RRMaOz2V #coronavirus #california'
124,-1,b'#gunsnroses frontman #axlrose slams public over #covid19 behavior https://t.co/du1Oe0PyrL #gnr #gnfnr #california'
