,values,tweet_text
20,0,"b'Log #052 . . . . #dfw #dallas #texas #dallaslesbians #dallaslgbt #covid19 #quarantinediaries #corona #coronavirus #deardiary #quarantined #journal #quarantine #cov\xc4\xb1d19 @ Dallas, Texas https://t.co/NkvjgyOi80'"
21,0,"b'@nypost Florida still SAFELY ahead as #dumbeststate... but #Michigan keeps making strong moves up the chart. This week could finally push them ahead of #Texas, but not likely.  #COVID19'"
22,0,"b'Good Afternoon #StayHomeTexas #OpenTexas  TX #COVID19 Cases 32,332 (+784) Mon. 5/4 Noon TX #Texas CoV Hospitalization 1,533 (-7) TX #coronavirus Deaths 884 (+17) @TexasDSHS Recovered from COVID-19?  see https://t.co/s38pSdFgkc @RedCrossCSTR @RedCrossNTX @RedCrossTXGC https://t.co/0KqZtUhtVi'"
23,-1,"b""People protesting masks don't believe in vaccines There are disproportionate numbers of these ppl in #Texas And you want me to send my kid to school with kids whose parents won't vaccinate them whether there is a  #COVID19 vaccine or not #txlege when does public health matter?"""
24,-1,b'Same thing happened at the beaches in #Texas. So much for beating #COVID19 https://t.co/7Tew39ajbt'
25,0,"b""#Texas new cases outstripping #Louisiana's.  #pandemic #sarscov2 #covid19 #coronavirus https://t.co/ypVPbMpYm8"""
26,-1,"b'CNN\'S reporters, broadcasters and CNN CEO should be arrested for spreading misinformation and ""scare media"" to the public. Is this N. Korea broadcasting or what?  #cnn #foxnews #texas #COVID19 #Trump'"
27,0,b'#DallasCounty #Texas Posts Another Record Day with 237 #COVID19 Cases and 3 Additional #Deaths | #Coronavirus #Pandemic #PublicHealth \xf0\x9f\x98\xb7\xf0\x9f\x9a\xa9\xf0\x9f\x9a\xa9\xf0\x9f\x9a\xa9\xf0\x9f\x86\x98 https://t.co/0UgquvTxwN'
28,-1,"b'CNN\'S reporters, broadcasters and CNN CEO should be arrested for spreading misinformation and ""scare media"" to the public. Is this N. Korea broadcasting or what?  #cnn #foxnews #texas #COVID19'"
29,-1,b'@GregAbbott_TX Your management on #COVID19 #COVID\xe3\x83\xbc19 #coronavirus is SHAMEFUL.  Provide testing for all Texas with results available before patients die instead of after. Being 49th in testing should mortify you. Does it?  Greg Abbott @GovAbbott  @GregAbbott_TX  #Texas  #TexasDeservesBetter https://t.co/OmzbUDl19I'
30,0,"b'For a history record #COVID19 effect, look this Gas Price in #Austin, #Texas  Gas \xe2\x9b\xbd\xef\xb8\x8f  1 gallon = $1.29+ .50 (discount)   16.79 g(63.557 liters) = $21.81 #shellgas  \xe1\x8a\xa8\xe1\x88\xbc\xe1\x88\x8d \xe1\x8c\x8b\xe1\x88\xad \xe1\x88\xb2\xe1\x8a\x90\xe1\x8b\xb1  \xe1\x89\x80\xe1\x8a\x93 \xe1\x8a\x90\xe1\x8b\x8d \xe1\x88\x98\xe1\x8a\x95\xe1\x8c\x88\xe1\x8b\xb1\xe1\x8d\xa2  \xe1\x8a\xa0\xe1\x88\x88\xe1\x89\xbd \xe1\x88\x99\xe1\x88\x89\xe1\x8b\x93\xe1\x88\x88\xe1\x88\x9d https://t.co/gWEaxGSghn'"
31,-1,"b'@GregAbbott_TX A sincere show of support would be providing more tests and making the results available faster.  How many Texans have I read about who died before receiving results?  Too many to remember, and shame on you for the abysmal job you\xe2\x80\x99re doing as our governor.  #Texas #COVID19'"
32,0,"b'Heads up, #Texas.  #Unemployment #COVID19 #Coronavirus https://t.co/3i5Vq3usLv'"
33,1,"b'We need to support the best good cause of all: each other. #ShowUsYourTexasHeart and help everyone on the front line by washing your hands, practicing #SocialDistancing, and #StayingHome. https://t.co/PKT9tuTVal #COVID19 #StaySafe #Texas #LoneStarState https://t.co/RI1HyalEQ8'"
34,0,"b'@wfaa ... #COVID19  apparently a price worth paying in #texas give health workers a break, #FFS #StayHomeSaveLives'"
35,0,"b'Founded in #Texas, our friends at #milkandhoneyproducts were more than excited to help local #healthcareheroes at Ben Taub Hospital in #Houston. Thank you for helping #medicalprofessionals all over the country! #coronavirus #COVID19 https://t.co/KrGQ4nkm7j'"
36,0,"b'#Coronavirus update on #May4th for #Texas, #WestVirginia, and #usaCoronavirus. #COVID19 #CoronavirusFacts https://t.co/cJmYIlSmqC'"
37,-1,"b'Family members of the 17-year-old #Texas girl who died from #COVID19 say nearly everyone in her immediate family has also tested positive, making the grieving process even more difficult. https://t.co/wYhIoTJiIf'"
38,0,b'#Texas #GovenorAbbott #COVID19 guidelines in a simple format.  #Staysafe #ReopenTexas https://t.co/DHT51HIzch'
39,1,"b'My family is staying home in Austin.  Gary Fuckin Powell LOL, stay safe cousin!  #coronavirus #StayHome #COVID19 #Texas https://t.co/Zw1T68Kn7w'"
40,0,"b'#BlueAngelsFlyover! #Texas #Dallas #FortWorth #COVID19 #DFW Sugar baby looking for a honest sugar daddy should Dm now, that I will be giving her weekly allowances, $5000 DM WhatsApp +12706815487 or kik jasonwilson4646'"
41,0,b'Flight Pattern for #BlueAngelsFlyover! #Texas #Dallas #FortWorth #COVID19 #DFW https://t.co/bWGn0ImCO1 https://t.co/gfKS0AzOWY'
42,0,b'#IYCMI - Social Media: Effectively Engaging Advocates  #TexasNORML chatted with Austin of #Texas #Cannabis Collective about using social media to engage in general and during the #COVID19 pademic.   Watch: https://t.co/dQ39NWLXtZ https://t.co/JM7Mt3MNHX'
43,0,b'#JCrew #files for #bankruptcy as #preppy #retailer succumbs to #COVID19 #fallout :o https://t.co/tJlkTcxtkD via @YahooNews #ICantFeelMyFace #Digital #Business #News #Fashion #Country #Oaklawn #Dallas #Texas #USA #UK #TV #Radio #NewMusic'
44,1,b'10 points for whoever can guess the movie \xf0\x9f\x98\x9c . #Adamsandler #meme #mama #mememonday #funny #hilarious # #lol #funnymemes #comedy #quarantine #free #california #texas #covid19 #virusmeme #movie #watch #youtube #laugh #film #humor https://t.co/5duBDRA3Wq'
45,0,b'@GregAbbott_TX #Texans fed up with basic hygiene businesses in #Texas being closed down are taking their business and tax dollars to Salons in #Oklahoma   Posting for a friend...   #news #COVID19 #jobs #economy https://t.co/bQiFdgMGPE'
46,0,"b'""One Houston trial firm is moving back into its offices on Monday, but most Texas firms are still in the early stages of planning their eventual return.""  #Texas #COVID19   https://t.co/YvT5O40hY7'"
47,0,"b'@GovAbbott  Opening up #Texas (during peak #COVID19 with 1% limited testing &amp; ignoring CDC guidelines) is irresponsible  At present, TX confirmed cases are growing at 800-1000 cases/day. Even without exponential increases, TX will be over 50k cases-new hotspot  National spotlight https://t.co/aZnhDYA30B'"
48,0,"b""@GovAbbott Since the numbers have changed with @CDCgov concerning #covid19, how about opening up #Texas. We know now that the models were incorrect. Be fair, we need to get back to work. Enough nonsense. We followed your guidelines and we have been good, now it's time."""
49,0,"b""You know what day it is...so you know what I'm going to say \xf0\x9f\x98\x89 #maythefourthbewithyou #hadtodoit #starwars #monday #coffee #coltenslist #dfa #definedfeearrangements #mrarrested #lawyer #attorney #atx #austin #texas #covid19 #criminallaw #civillaw #quarantine #lawyersofinstagram https://t.co/acgdfiRiQ1"""
50,0,b'Add we all know how much travel\xe2\x80\x94and therefore transmission risk\xe2\x80\x94there is between #Texas cities.  This is today\xe2\x80\x99s news\xe2\x80\x94and will remain so for many of our tomorrows.  #COVID19 #coronavirus #SanAntonio #Houston https://t.co/G74ch8KEWO'
51,0,"b'#Texas unemployment qualifications relaxed for #coronavirus pandemic; read the latest guidelines plus ""any other situation will be subject to a case by case review."" #COVID19 #TX https://t.co/VoGaMsfFCz'"
52,0,"b'EVO Entertainment in Kyle, Texas is reopening today after @GovAbbott began his plan to reopen the state. #COVID19 #coronavirus #Texas https://t.co/1YIwJF67ly'"
53,0,"b'#FOX7Austin at 12pm  \xf0\x9f\x98\xb7: You can no longer be punished for refusing to wear a mask, @tierraonFOX7 explains \xf0\x9f\x8f\xa1: You can now apply for help with your #ATX #rent \xf0\x9f\xa6\xa0: As the #Texas economy gets back to business, #COVID19 cases grow. @JaneOnFOX7 has #s  WATCH: https://t.co/Fgat2wqI6x'"
54,-1,"b'On @60Minutes, NP Elizabeth Ellis shares her fears and anger as #COVID19 descends upon #Texas and its largely uninsured rural population. https://t.co/9P3KkpqnQP #Medicaid #eldercare #ACA #NPsLead #disparity #whatNPsdo'"
55,-1,"b""@60Minutes piece on those trying to make sure rural communities still receive care while rural #Texas hospitals and clinics remain fearful they won't have the staff and budget to survive the #covid19 #pandemic. #ruraltxrealtx #txlege #ruralcommunities  https://t.co/JKCesaR5ak"""
56,1,b'Thank you @AIPAC #LatinoOutreach for bringing together #Members of the @HispanicCaucus @LaCongresista #Texas @RepJimmyGomez #California to discuss #LatinoIssues amid #COVID19 #LatinosAreLeaders #LegislativeAction #EconomicImpact #AIPACFamilia https://t.co/Q3wpsalpLN'
57,1,"b'Just in: @BlueAngels will fly over Dallas, Fort Worth and Houston on Wednesday to thank frontline workers. #Texas #coronavirue #COVID19 #txlege https://t.co/aSWhJwckWs'"
58,0,"b'.@GovAbbott is taking steps to re-open #Texas. We should. But we need more #COVID19 testing to have effective control. Looking at TX test history there is too much variability.  My best guess, eyeballing it, says infection rates are flat.'"
59,0,b'Mt bestie @that_sofi_chick know how to cut up\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f . . #countrymusic #texas #HouseParty #COVID19 #lockdown #Dance https://t.co/c3pC2xlxv2'
60,0,"b'@JohnCornyn You\xe2\x80\x99re catching on? Also, reliable proclamations of trend direction cannot be established with insufficient data. \xf0\x9f\xa4\xa0\xf0\x9f\x98\xb7\xf0\x9f\x99\x84  #WhereAreTheTests  #Texas #COVID19 #70DaysDeadlyDelay'"
61,0,b'The number of people who have EATEN pizza this past week exceeds the number of people actively eating pizza now.  The number of women who GAVE BIRTH to babies this past week exceeds the number of women currently giving birth.  This comparison makes no sense. #COVID19 #Texas https://t.co/LPHcvErN4G'
62,0,b'Why is \xe2\x81\xa6@GregAbbott_TX\xe2\x81\xa9 still insisting it\xe2\x80\x99s ok for #Texas to open? #COVID19 cases projected to double &amp; have increased in TX since last week! Order a statewide lockdown! https://t.co/M5egV5BsQd'
63,0,b'COVID-19 outbreak at a Chick-Fil-A restaurant in Texas; fifteen employees tested positive  #Covid19 #Texas https://t.co/skKvDvKo2f https://t.co/YpDU6Guaca'
64,0,"b'#TEXAS #COVID19 cases Houston, Dallas &amp; San Antonio rising over past week. \xf0\x9f\x98\xa2 Austin NOT decreasing.\xf0\x9f\x98\xb3 #StopTheSpread #StayAtHomeAndStaySafe @SylvesterTurner @HoustonTX @HoustonHealth @LinaHidalgoTX @HarrisCoJudge @hcphtx @RodneyEllis  https://t.co/WazpgedYwB https://t.co/a69aNbOhcr'"
65,0,"b""Expanded testing. #Houston #Texas have you had contact with a known #COVID19 + person? You can now get tested even if you don't have symptoms. https://t.co/eZ5dqHyBh2"""
66,1,"b'#Texas teen #ValerieXu raised donations, bought 10,000+protective #masks and delivered them to a #Dallas medical center. Donation drive started with a conversation Xu with #Florida #ERDoctor forced to wear the same protective mask for several days https://t.co/gm4emEY7uN #Covid19'"
67,0,b'\xe2\x80\x9cStolen\xe2\x80\x9d @donniecanvas (feat. codyrayy92 ) all streaming services May 8th drop some \xe2\x9b\x88\xe2\x9b\x88\xe2\x9b\x88 if you ready for some new music. \xf0\x9f\x8e\xb9: @KMSalazar03  Presave link in bios #TOK865 #HipHop #SanAntonio #Texas #Stolen #covid19\xe2\x80\xa6 https://t.co/2eE4lFYHqi'
68,0,"b'@GovAbbott @DanPatrick @GSF_OpenTexas @KPRC2 @abc13houston @nicolehickl @krgv @ChronFalkenberg @HoustonChron Can #Texas contain #COVID19 #coronavirus ? 2,000 + new #COVID19 weekend cases. Leadership?? https://t.co/IlEEeboJgJ'"
69,1,b'#BlueAngels to #Salute #North #Texas #Frontline #Workers With #Flyover on Wednesday \xf0\x9f\x9b\xab\xf0\x9f\x9b\xab\xf0\x9f\x9b\xab| #HealthcareHeroes #COVID19 #Pandemic #Coronavirus \xf0\x9f\x98\xb7 https://t.co/4VqlHWNtCJ'
70,0,"b'Due to #COVID19 aka #Coronavirus Ill be sending the first 300 people to like &amp; retweet this $500 -$1500 through CashApp, Apple Pay #, Venmo or Zelle \xf0\x9f\x8f\xa6 drop all tags in comments) \xf0\x9f\xa5\xb3\xe2\x9d\xa4\xef\xb8\x8f#CashApp #CashAppCodeGreen #Texas #California #collegestudents https://t.co/47vGkmCii9'"
71,0,"b'Dr. Robin Armstrong says he administered #hydroxychloroquine , #azithromycin and #zinc to all patients and monitored them daily, including their EKG measurements.\xc2\xa0  #COVID19 #Texas   88 of 89 Coronavirus Patients At Texas City Nursing Home Recover https://t.co/VD8qzIHvqC'"
72,0,b'Texas Vote-by-Mail Update https://t.co/ZJv8lhrKJE #txlege #Texas #vbm #voting #votingrights #ACLU #TexasACLU #absenteeballot #ATX #Austin #vote #COVID19 #coronavirus #COVID #lifeundercoronavirus @aclutx'
73,0,"b'#COVID19 #florida #floridians #floridalockdown #floridamorons #Floridacoronavirus #floridabeaches  #MayThe4thBeWithYou #America #mondaythoughts #TeacherAppreciationWeek  #KentState #Orlando #floridastate #southflorida #georgia #Texas You are #Trump, #Republican Collateral damage! https://t.co/mgOF3rTfzp'"
74,0,"b'5k done \xe2\x9c\x85   #monday #motivation #5k #run #cincoranch #texas #fitness #fit #lifestyle #covid19 #stayfit @ Cinco Ranch, Texas https://t.co/dqxmJ0NwDy'"
75,0,"b'The dashboard is updated to #visualize the #USA #COVID19 data on May 4, 2020. #Virginia, #Illinois and #Texas have more new cases last week. Data source: @1p3aDev https://t.co/R7jPstvu0S https://t.co/x4sGqWwLnR'"
76,0,"b'Texas-05/04 2:32am Cumulative with two distribution. 1st: Date 4/11, Width 23.6, Peak 928. 2nd: Date 5/4, Width 10.1, Peak 1481, not enough data, big 2nd Stat. change daily.   #Houston #Covid19 #medtwitter #harriscounty #Texas #charts https://t.co/avPHVl0rTC'"
77,0,"b'Texas-05/04 2:32am Daily with two distribution. 1st: Date 4/11, Width 23.6, Peak 928. 2nd: Date 5/4, Width 10.1, Peak 1481, not enough data, big 2nd Stat. change daily. #Houston #Covid #Covid19 #medtwitter #harriscounty #Texas #charts https://t.co/oQm7ET4SXk'"
78,0,"b'Texas-05/04 2:32am Total 31998, Increased 1081. Red: Date 4/11, Width 23.6, Peak 928. #Houston #Covid19 #medtwitter #harriscounty #Texas #charts https://t.co/acVwkGIzg6'"
79,0,"b'Houston-05/04 2:32am Total 9911, Increased 205. Red: Date 4/12, Width 21.8, Peak 353. #Houston #Covid19 #medtwitter #harriscounty #Texas #charts https://t.co/FKFgvPkyUQ'"
80,0,"b'Morning Coronavirus update for Monday, May 4th:  Pics 1 and 2 - Global Pics 3, 4, and 5- US Pic 6, 7, and 8- Texas.  #dailycoronavirusupdate #coronavirusupdate #covid19 #coronavirus #corona #dallastx #texas #dallas #dfw #dallastexas #dallascounty #dentoncounty #tarrantcounty https://t.co/lwTem7nEqn'"
81,0,"b""New Single Dropping THIS Friday 5/8/20 | 'Silly Again' [Prod By TB Robby] off the upcoming album The Gritty Way 1.5 \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 #JaseKevion #TAGMG #DMG #TheGrittyWay #SillyAgain #TBRobby #Baltimore #SanAntonio #Texas #covi\xcc\x87d19 #stayhome #staysafe #washyourhands #Pandemic #COVID\xe3\x83\xbc19 https://t.co/kIrVMLdjXE"""
82,0,"b'Morning Coronavirus update for Monday, May 4th:  Pics 1 and 2 - Global Pics 3, 4, and 5- US Pic 6, 7, and 8- Texas.  #dailycoronavirusupdate #coronavirusupdate #covid19 #coronavirus #corona #dallastx #texas #dallas #dfw #dallastexas #dallascounty #dentoncounty #tarrantcounty https://t.co/rg5RARkk5O'"
83,0,b'\xe2\x80\x9cYou can\xe2\x80\x99t #trace if you don\xe2\x80\x99t have a case\xe2\x80\x9d -my comments to @CNN @jimsciutto //#ContactTracing is impt but so is increasing testing capabilities and for #communities to get #tested / #COVID19 has not gone away just b/c we are re-opening #Texas and it is hot outside! #publichealth https://t.co/sOAk8ck9xc'
84,0,"b'5 new counties reported #COVID19 19 cases throughout yesterday, including 2 in #Texas and #Nebraska . All of the day/day gains pure number gains are in the single or double digits, hopefully it is a sign of slowing or it is just the weekend effect. #COVID\xe3\x83\xbc19 #COVID2019 https://t.co/olYTfEVAV5'"
85,0,"b""The state opened back so people could 'get back to work', but if your employees have been successfully able to work from home for weeks, there's zero reason to make them all rush back to the office. \xf0\x9f\x98\xa4  #Texas #workingfromhome #COVID19"""
86,-1,"b'did we not just see how this played out with #Florida spring breakers, w/ #Austin partiers in #Mexico?  @GovAbbott confounds us all by opening #Galveston beaches  (and puts my brother on the front line)  https://t.co/GMBBps1vUU #covid19usa #2020election #Texas #covid19 https://t.co/NwypuBvwuR'"
87,0,b'#Texas #DeathRow prisoners ask to join lawsuit over prison health conditions during #COVID19 pandemic https://t.co/3Sl0DAFwZs @TexDefender @PrisonReformMvt @Prison_Health @DeathPenaltyAct @WCADP @AbolishDeathPen'
88,0,b'Oder now #WeedLovers  #orlandobloom  #MedicalMarijuana #CannabisCommunity #CDB #420friendly #weed #LSD #calibuds #weedparis #floridabuds #Texas  #COVID19 #CannabisNews #420girl #stonner #weedsmokers #orlandoweed #CBD #Mmemberville @weedmaps @WeedLifeisLegal  Text: +15309183594 https://t.co/7KID0T8Wr8'
89,0,b'Oder received #WeedLovers  #orlandobloom  #MedicalMarijuana #CannabisCommunity #CDB #420friendly #weed #LSD #calibuds #weedparis #floridabuds #Texas  #COVID19 #CannabisNews #420girl #stonner #weedsmokers #orlandoweed  #Mmemberville @weedmaps @WeedLifeisLegal  Text: +15309183594 https://t.co/fnoIsPN79l'
90,0,"b'Speaking about easing lockdowns because of #COVID19, in Italy and China took 2-3 months to do it, while in #Texas barely a month.'"
91,0,b'Ready to go #WeedLovers  #orlandobloom  #MedicalMarijuana #CannabisCommunity #CDB #420friendly #weed #LSD #calibuds #weedparis #floridabuds #Texas  #COVID19 #CannabisNews #420girl #stonner #weedsmokers #orlandoweed #CBD #thc #france #parishilton #Mmemberville  Text: +15309183594 https://t.co/UuHhs1onUn'
92,0,"b'#Travis County, #Texas #COVID19 hospitalizations,  updated with numbers on 5/3. #ATX #austintexas https://t.co/Mr0JrOvZUj'"
93,0,"b'#Travis County, #Texas #COVID19 case counts and death tolls - updated with numbers on 5/3. #austintexas #ATX https://t.co/1uCRXLiykx'"
94,0,b'#Researchers at #Texas A&amp;M University in #USA are asking hundreds of frontline #medical workers to participate in a Phase 4 #ClinicalTrial of a widely used #Tuberculosis #vaccine that could blunt the devastating effects of #COVID19. | #CoronaVac #CoronaVacccine @BengalNewzWorld'
95,1,"b'Customer leaves $1,300 tip to support #Texas restaurant on day it reopened after coronavirus shutdown - CNN #coronavirus #CoronaCrisis #CoronaAlert #CoronavirusOutbreak #CoronaVirusUpdate #Covid #Covid_19 #Covid19  https://t.co/owJcVNsEZC'"
96,0,"b""#Texas governor allows state's stay-at-home order to end on Apr 30 &amp; open businesses on May 1  https://t.co/kvRfz4TvGh  #COVID19 #coronavirus"""
97,0,b'Which #channel have u been watching more while #StayAtHome ? \xf0\x9f\xa4\x94 #Polls #Poll #Polling #TwitterPoll #tweet #TwitterPolls #Today #Opinion #Android #ohio #Iowa #iphone9 #iPhone #COVID19 #Quarantine #Ohiolockdown #texas  #truth #Nevada #HealthyAtHome\xc2\xa0#covidsafe\xf0\x9f\xa6\xa0#monday #MayThe4th'
98,1,"b'""The atmosphere was upbeat and people were happy,"" #COVID19 #coronavirus #Texas #Houston #California #LosAngeles #NewYork #NorthCarolina #Michigan #Colorado #illinoislockdown #lockdown  see more: https://t.co/ROrZVn83Sa https://t.co/DBR9my3Lbe'"
99,1,"b""I love the way graphic artists say so much in so few words!  This a beautiful way to understand how Indiana hopes to open.  I'd love it if #texas had something like this! #covid19 @GovAbbott https://t.co/DopTIxfRkM"""
100,0,b'Has ur #state xtended #StayHome\xc2\xa0 another 30 days? \xf0\x9f\xa4\x94 #Polls #Poll #Polling #TwitterPoll #tweet #TwitterPolls #Today #Opinion #Android #utah #Iowa #iphone9 #iPhone #COVID19 #Quarantine #Ohiolockdown #texas  #truth #Maine #tv #HealthyAtHome\xc2\xa0#StayAtHome\xc2\xa0#covidsafe\xf0\x9f\xa6\xa0#crazy #Enough'
101,0,"b'#60Mins #CoronavirusUSA The least tested are #Trump Country rural South. #Texas lowest in nation testing.   Rural hospitals hanging on by thread.  Residents either afraid to go to hosp, get tested, go to clinic,  #COVID19 beds empty &amp; reg revenue producing Med Proc ceasing.'"
102,-1,"b'#Texas teen Jameela Dirrean-Emoni Barber, 17, dies from #COVID19, #Dallas County officials say - ABC13 Houston #SmartNews  But by all means tell me how this doesn\xe2\x80\x99t affect younger folks and all of us so this is all overblown! https://t.co/bZz2KZNdY4'"
103,0,b'#Texas #COVID19 infections /Deaths of #Americans compared to other States. https://t.co/eJx4b2vdIS'
104,-1,"b'This should come as a surprise to no one except #Trump-supporting imbeciles. Today\'s #GOP: ""Weaponizing Stupid!"" https://t.co/3l9RtfUhwW #Texas #COVID19'"
105,-1,b'#60minutes thank you for calling out that #Texas has done one of the worst jobs of testing of #COVID19'
106,0,b'The true sign of intelligence is not knowledge but imagination. #AlbertEinstein #knowledge #IndiaFightsCoronavirus #InternationalWorkersDay #China #COVID19 #TrumpTownHall #coronavirus #JoeBiden #WHO #WuhanVirus #NYC #Pandemic #NFLDraft #OPENAMERICANOW #Texas #Florida #California'
107,0,b'60 Minutes tonight on #COVID19 in #Texas. #Houston https://t.co/cUPkmvp5tm'
108,-1,"b'#Coronavirus US: #Texas teen Jameela Dirrean-Emoni Barber, 17, dies from #COVID-19, Dallas County. #CoronavirusInTexas #COVID19  https://t.co/RzMCx2aXul'"
109,0,"b""Dallas residents can apply for rent assistance if they've been economically affected by #covid19 applications open up Monday at 9am, first come first served! #Dallas #coronavirus #Texas #RENTRELIEF #laidoff https://t.co/vTEhyYRHA2"""
110,-1,b'White supremacists seek to stoke the fear and disruption caused by the pandemic to push their agenda and to recruit. #txlege #COVID19 #Texas  https://t.co/Jzqs6zaFb8'
111,0,"b""#Texas' lawmakers need to listen to their #HealthCareWorkers as they treat #COVID19 patients https://t.co/UEStzfkZeR"""
112,-1,"b'Opening #Texas after 1,000 new #COVID19 cases each day?  Chart the increase in case/death counts:  May 3 Confirmed Cases 31, 669 New Cases: 557 Total Deaths: 880  Data Source: @Worldometers  May 7  -&gt; First new cases after re-opening May 13-&gt; Cases in hosp https://t.co/ta3sbG5lks'"
113,0,"b'Sugar baby looking for a honest sugar daddy should Dm now, that I will be giving her weekly allowances, $5000 DM WhatsApp +12706815487 or kik jasonwilson4646  #buylocal #ATX #austintexas #Texas #austintx #COVID19 #AustinSolidarity #austincovid #Austin #atxcoffee #dogsandcoffee'"
114,0,b'Earlier today...  #buylocal #ATX #austintexas #Texas #austintx #COVID19 #AustinSolidarity #austincovid #Austin #atxcoffee #dogsandcoffee bennucoffee @ Bennu Coffee On Congress https://t.co/daaTRR1nHo'
115,-1,b'#60minutes thank you for calling out that #Texas has done one of the worst jobs of testing of #COVID19'
116,1,"b'In #Texas, those who refuse to return to work due to #COVID19 concerns may continue to receive unemployment benefits in very limited cases #TX: #Austin #Dallas #Houston #Laredo #SanAntonio #Coronavirus  https://t.co/kpvgRFqBsl'"
